"sector","year","scenario","region","pct_change"
"Industry",2048,"Hot/Dry","Tbilisi",-3.0147
"Services",2048,"Hot/Dry","Tbilisi",-1.2948
"Agriculture",2048,"Hot/Dry","Imereti",-5.4597
"Industry",2048,"Hot/Dry","Imereti",-4.2051
"Services",2048,"Hot/Dry","Imereti",-1.1588
"Agriculture",2048,"Median","Abkhazia",-1.9122
"Industry",2048,"Median","Abkhazia",-0.9728
"Services",2048,"Median","Abkhazia",-0.2542
"Agriculture",2048,"Median","Samegrelo-Zemo Svaneti",-3.8386
"Industry",2048,"Median","Samegrelo-Zemo Svaneti",-2.0203
"Services",2048,"Median","Samegrelo-Zemo Svaneti",-0.8347
"Agriculture",2048,"Median","Shida Kartli",-0.4668
"Industry",2048,"Median","Shida Kartli",-0.1665
"Services",2048,"Median","Shida Kartli",-0.0363
"Agriculture",2048,"Median","Racha-Lechkhumi-Kvemo Svaneti",-2.0209
"Industry",2048,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.5
"Services",2048,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2942
"Agriculture",2048,"Median","Mtskheta-Mtianeti",-0.7705
"Industry",2048,"Median","Mtskheta-Mtianeti",-0.4285
"Services",2048,"Median","Mtskheta-Mtianeti",-0.0803
"Agriculture",2048,"Median","Kakheti",-2.3452
"Industry",2048,"Median","Kakheti",-0.9089
"Services",2048,"Median","Kakheti",-0.3101
"Agriculture",2048,"Median","Samtskhe-Javakheti",-0.2001
"Industry",2048,"Median","Samtskhe-Javakheti",-0.0656
"Services",2048,"Median","Samtskhe-Javakheti",-0.0172
"Agriculture",2048,"Median","Ajaria",-1.4115
"Industry",2048,"Median","Ajaria",-0.2727
"Services",2048,"Median","Ajaria",-0.0812
"Agriculture",2048,"Median","Kvemo Kartli",-0.9117
"Industry",2048,"Median","Kvemo Kartli",-1.028
"Services",2048,"Median","Kvemo Kartli",-0.2785
"Agriculture",2048,"Median","Guria",-3.3556
"Industry",2048,"Median","Guria",-1.4651
"Services",2048,"Median","Guria",-0.4418
"Agriculture",2048,"Median","Tbilisi",-1.9143
"Industry",2048,"Median","Tbilisi",-1.0458
"Services",2048,"Median","Tbilisi",-0.3597
"Agriculture",2048,"Median","Imereti",-2.2492
"Industry",2048,"Median","Imereti",-1.6241
"Services",2048,"Median","Imereti",-0.3509
"Agriculture",2049,"Warm/Wet","Abkhazia",-1.1478
"Industry",2049,"Warm/Wet","Abkhazia",-0.5296
"Services",2049,"Warm/Wet","Abkhazia",-0.1229
"Agriculture",2049,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.4606
"Industry",2049,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.1445
"Services",2049,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.4028
"Agriculture",2049,"Warm/Wet","Shida Kartli",-0.1616
"Industry",2049,"Warm/Wet","Shida Kartli",-0.0546
"Services",2049,"Warm/Wet","Shida Kartli",-0.0092
"Agriculture",2049,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0556
"Industry",2049,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.7675
"Services",2049,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1121
"Agriculture",2049,"Warm/Wet","Mtskheta-Mtianeti",-0.249
"Industry",2049,"Warm/Wet","Mtskheta-Mtianeti",-0.1247
"Services",2049,"Warm/Wet","Mtskheta-Mtianeti",-0.0162
"Agriculture",2049,"Warm/Wet","Kakheti",-1.3624
"Industry",2049,"Warm/Wet","Kakheti",-0.4141
"Services",2049,"Warm/Wet","Kakheti",-0.1151
"Agriculture",2049,"Warm/Wet","Samtskhe-Javakheti",-0.0578
"Industry",2049,"Warm/Wet","Samtskhe-Javakheti",-0.0195
"Services",2049,"Warm/Wet","Samtskhe-Javakheti",-0.004
"Agriculture",2049,"Warm/Wet","Ajaria",-1.0251
"Industry",2049,"Warm/Wet","Ajaria",-0.1874
"Services",2049,"Warm/Wet","Ajaria",-0.0522
"Agriculture",2049,"Warm/Wet","Kvemo Kartli",-0.3771
"Industry",2049,"Warm/Wet","Kvemo Kartli",-0.394
"Services",2049,"Warm/Wet","Kvemo Kartli",-0.0791
"Agriculture",2049,"Warm/Wet","Guria",-2.219
"Industry",2049,"Warm/Wet","Guria",-0.8966
"Services",2049,"Warm/Wet","Guria",-0.2474
"Agriculture",2049,"Warm/Wet","Tbilisi",-0.8461
"Industry",2049,"Warm/Wet","Tbilisi",-0.4001
"Services",2049,"Warm/Wet","Tbilisi",-0.1044
"Agriculture",2049,"Warm/Wet","Imereti",-1.3041
"Industry",2049,"Warm/Wet","Imereti",-0.8431
"Services",2049,"Warm/Wet","Imereti",-0.1489
"Agriculture",2049,"Hot/Dry","Abkhazia",-4.2631
"Industry",2049,"Hot/Dry","Abkhazia",-2.1061
"Services",2049,"Hot/Dry","Abkhazia",-0.7042
"Agriculture",2049,"Hot/Dry","Samegrelo-Zemo Svaneti",-7.5431
"Industry",2049,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.5379
"Services",2049,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.2048
"Agriculture",2049,"Hot/Dry","Shida Kartli",-1.8821
"Industry",2049,"Hot/Dry","Shida Kartli",-0.7723
"Services",2049,"Hot/Dry","Shida Kartli",-0.2268
"Agriculture",2049,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.7355
"Industry",2049,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.66
"Services",2049,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.9822
"Agriculture",2049,"Hot/Dry","Mtskheta-Mtianeti",-2.7926
"Industry",2049,"Hot/Dry","Mtskheta-Mtianeti",-1.7073
"Services",2049,"Hot/Dry","Mtskheta-Mtianeti",-0.4604
"Agriculture",2049,"Hot/Dry","Kakheti",-6.0537
"Industry",2049,"Hot/Dry","Kakheti",-2.9067
"Services",2049,"Hot/Dry","Kakheti",-1.2551
"Agriculture",2049,"Hot/Dry","Samtskhe-Javakheti",-0.876
"Industry",2049,"Hot/Dry","Samtskhe-Javakheti",-0.3396
"Services",2049,"Hot/Dry","Samtskhe-Javakheti",-0.1142
"Agriculture",2049,"Hot/Dry","Ajaria",-4.0601
"Industry",2049,"Hot/Dry","Ajaria",-1.3063
"Services",2049,"Hot/Dry","Ajaria",-0.4803
"Agriculture",2049,"Hot/Dry","Kvemo Kartli",-2.8263
"Industry",2049,"Hot/Dry","Kvemo Kartli",-3.1866
"Services",2049,"Hot/Dry","Kvemo Kartli",-1.1438
"Agriculture",2049,"Hot/Dry","Guria",-6.811
"Industry",2049,"Hot/Dry","Guria",-3.4876
"Services",2049,"Hot/Dry","Guria",-1.292
"Agriculture",2049,"Hot/Dry","Tbilisi",-5.2005
"Industry",2049,"Hot/Dry","Tbilisi",-3.2362
"Services",2049,"Hot/Dry","Tbilisi",-1.4331
"Agriculture",2049,"Hot/Dry","Imereti",-5.1566
"Industry",2049,"Hot/Dry","Imereti",-3.885
"Services",2049,"Hot/Dry","Imereti",-1.1198
"Agriculture",2049,"Median","Abkhazia",-1.8981
"Industry",2049,"Median","Abkhazia",-0.9171
"Services",2049,"Median","Abkhazia",-0.2434
"Agriculture",2049,"Median","Samegrelo-Zemo Svaneti",-4.0204
"Industry",2049,"Median","Samegrelo-Zemo Svaneti",-2.1092
"Services",2049,"Median","Samegrelo-Zemo Svaneti",-0.8922
"Agriculture",2049,"Median","Shida Kartli",-0.5665
"Industry",2049,"Median","Shida Kartli",-0.2038
"Services",2049,"Median","Shida Kartli",-0.0472
"Agriculture",2049,"Median","Racha-Lechkhumi-Kvemo Svaneti",-2.0855
"Industry",2049,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.5643
"Services",2049,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2892
"Agriculture",2049,"Median","Mtskheta-Mtianeti",-0.8882
"Industry",2049,"Median","Mtskheta-Mtianeti",-0.4799
"Services",2049,"Median","Mtskheta-Mtianeti",-0.1006
"Agriculture",2049,"Median","Kakheti",-2.491
"Industry",2049,"Median","Kakheti",-0.9596
"Services",2049,"Median","Kakheti",-0.3159
"Agriculture",2049,"Median","Samtskhe-Javakheti",-0.2459
"Industry",2049,"Median","Samtskhe-Javakheti",-0.08
"Services",2049,"Median","Samtskhe-Javakheti",-0.0223
"Agriculture",2049,"Median","Ajaria",-1.6567
"Industry",2049,"Median","Ajaria",-0.351
"Services",2049,"Median","Ajaria",-0.1041
"Agriculture",2049,"Median","Kvemo Kartli",-1.0493
"Industry",2049,"Median","Kvemo Kartli",-1.1764
"Services",2049,"Median","Kvemo Kartli",-0.3289
"Agriculture",2049,"Median","Guria",-3.5754
"Industry",2049,"Median","Guria",-1.5919
"Services",2049,"Median","Guria",-0.5092
"Agriculture",2049,"Median","Tbilisi",-2.1903
"Industry",2049,"Median","Tbilisi",-1.1959
"Services",2049,"Median","Tbilisi",-0.4232
"Agriculture",2049,"Median","Imereti",-2.4332
"Industry",2049,"Median","Imereti",-1.6942
"Services",2049,"Median","Imereti",-0.3784
"Agriculture",2050,"Warm/Wet","Abkhazia",-1.0264
"Industry",2050,"Warm/Wet","Abkhazia",-0.4573
"Services",2050,"Warm/Wet","Abkhazia",-0.1074
"Agriculture",2050,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.4581
"Industry",2050,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.2327
"Services",2050,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.505
"Agriculture",2050,"Warm/Wet","Shida Kartli",-0.2009
"Industry",2050,"Warm/Wet","Shida Kartli",-0.0681
"Services",2050,"Warm/Wet","Shida Kartli",-0.0128
"Agriculture",2050,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0549
"Industry",2050,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.7743
"Services",2050,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1163
"Agriculture",2050,"Warm/Wet","Mtskheta-Mtianeti",-0.3671
"Industry",2050,"Warm/Wet","Mtskheta-Mtianeti",-0.1994
"Services",2050,"Warm/Wet","Mtskheta-Mtianeti",-0.031
"Agriculture",2050,"Warm/Wet","Kakheti",-1.7416
"Industry",2050,"Warm/Wet","Kakheti",-0.5711
"Services",2050,"Warm/Wet","Kakheti",-0.1817
"Agriculture",2050,"Warm/Wet","Samtskhe-Javakheti",-0.0746
"Industry",2050,"Warm/Wet","Samtskhe-Javakheti",-0.0232
"Services",2050,"Warm/Wet","Samtskhe-Javakheti",-0.0052
"Agriculture",2050,"Warm/Wet","Ajaria",-0.9467
"Industry",2050,"Warm/Wet","Ajaria",-0.1484
"Services",2050,"Warm/Wet","Ajaria",-0.0474
"Agriculture",2050,"Warm/Wet","Kvemo Kartli",-0.538
"Industry",2050,"Warm/Wet","Kvemo Kartli",-0.5794
"Services",2050,"Warm/Wet","Kvemo Kartli",-0.1388
"Agriculture",2050,"Warm/Wet","Guria",-2.1055
"Industry",2050,"Warm/Wet","Guria",-0.8368
"Services",2050,"Warm/Wet","Guria",-0.2496
"Agriculture",2050,"Warm/Wet","Tbilisi",-1.1524
"Industry",2050,"Warm/Wet","Tbilisi",-0.5891
"Services",2050,"Warm/Wet","Tbilisi",-0.1808
"Agriculture",2050,"Warm/Wet","Imereti",-1.2547
"Industry",2050,"Warm/Wet","Imereti",-0.849
"Services",2050,"Warm/Wet","Imereti",-0.1585
"Agriculture",2050,"Hot/Dry","Abkhazia",-4.2299
"Industry",2050,"Hot/Dry","Abkhazia",-1.9953
"Services",2050,"Hot/Dry","Abkhazia",-0.6552
"Agriculture",2050,"Hot/Dry","Samegrelo-Zemo Svaneti",-7.4984
"Industry",2050,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.4473
"Services",2050,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.1401
"Agriculture",2050,"Hot/Dry","Shida Kartli",-1.7954
"Industry",2050,"Hot/Dry","Shida Kartli",-0.7622
"Services",2050,"Hot/Dry","Shida Kartli",-0.2393
"Agriculture",2050,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.6231
"Industry",2050,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.7432
"Services",2050,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.9953
"Agriculture",2050,"Hot/Dry","Mtskheta-Mtianeti",-2.5786
"Industry",2050,"Hot/Dry","Mtskheta-Mtianeti",-1.664
"Services",2050,"Hot/Dry","Mtskheta-Mtianeti",-0.4335
"Agriculture",2050,"Hot/Dry","Kakheti",-5.7969
"Industry",2050,"Hot/Dry","Kakheti",-2.7547
"Services",2050,"Hot/Dry","Kakheti",-1.176
"Agriculture",2050,"Hot/Dry","Samtskhe-Javakheti",-0.9354
"Industry",2050,"Hot/Dry","Samtskhe-Javakheti",-0.3865
"Services",2050,"Hot/Dry","Samtskhe-Javakheti",-0.1297
"Agriculture",2050,"Hot/Dry","Ajaria",-4.2391
"Industry",2050,"Hot/Dry","Ajaria",-1.4211
"Services",2050,"Hot/Dry","Ajaria",-0.5399
"Agriculture",2050,"Hot/Dry","Kvemo Kartli",-2.6571
"Industry",2050,"Hot/Dry","Kvemo Kartli",-3.0486
"Services",2050,"Hot/Dry","Kvemo Kartli",-1.0892
"Agriculture",2050,"Hot/Dry","Guria",-6.8271
"Industry",2050,"Hot/Dry","Guria",-3.5314
"Services",2050,"Hot/Dry","Guria",-1.3268
"Agriculture",2050,"Hot/Dry","Tbilisi",-4.9688
"Industry",2050,"Hot/Dry","Tbilisi",-3.1014
"Services",2050,"Hot/Dry","Tbilisi",-1.3727
"Agriculture",2050,"Hot/Dry","Imereti",-5.1509
"Industry",2050,"Hot/Dry","Imereti",-3.9805
"Services",2050,"Hot/Dry","Imereti",-1.1531
"Agriculture",2050,"Median","Abkhazia",-1.0269
"Industry",2050,"Median","Abkhazia",-0.4941
"Services",2050,"Median","Abkhazia",-0.1015
"Agriculture",2050,"Median","Samegrelo-Zemo Svaneti",-2.9247
"Industry",2050,"Median","Samegrelo-Zemo Svaneti",-1.4541
"Services",2050,"Median","Samegrelo-Zemo Svaneti",-0.589
"Agriculture",2050,"Median","Shida Kartli",-0.6431
"Industry",2050,"Median","Shida Kartli",-0.2329
"Services",2050,"Median","Shida Kartli",-0.0566
"Agriculture",2050,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8449
"Industry",2050,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3195
"Services",2050,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2385
"Agriculture",2050,"Median","Mtskheta-Mtianeti",-1.2472
"Industry",2050,"Median","Mtskheta-Mtianeti",-0.7462
"Services",2050,"Median","Mtskheta-Mtianeti",-0.1688
"Agriculture",2050,"Median","Kakheti",-3.8117
"Industry",2050,"Median","Kakheti",-1.6264
"Services",2050,"Median","Kakheti",-0.6598
"Agriculture",2050,"Median","Samtskhe-Javakheti",-0.2438
"Industry",2050,"Median","Samtskhe-Javakheti",-0.0751
"Services",2050,"Median","Samtskhe-Javakheti",-0.0215
"Agriculture",2050,"Median","Ajaria",-1.0252
"Industry",2050,"Median","Ajaria",-0.1502
"Services",2050,"Median","Ajaria",-0.0456
"Agriculture",2050,"Median","Kvemo Kartli",-1.4252
"Industry",2050,"Median","Kvemo Kartli",-1.5676
"Services",2050,"Median","Kvemo Kartli",-0.4879
"Agriculture",2050,"Median","Guria",-2.4885
"Industry",2050,"Median","Guria",-1.0325
"Services",2050,"Median","Guria",-0.2953
"Agriculture",2050,"Median","Tbilisi",-2.7736
"Industry",2050,"Median","Tbilisi",-1.5877
"Services",2050,"Median","Tbilisi",-0.6143
"Agriculture",2050,"Median","Imereti",-2.0652
"Industry",2050,"Median","Imereti",-1.4022
"Services",2050,"Median","Imereti",-0.3152
